nodes,flows,pps,pkt_size,speed_ms,wpan_area,sim_time,throughput_mbps,avg_delay_ms,pdr_pct,drop_pct,energy_J
60,40,400,1024,20,200,40,0.0980433,370.238,74.4575,19.5908,7.21224
60,40,400,1024,25,200,40,0.102226,396.028,75.4397,20.2889,7.21982
60,40,500,1024,5,200,40,0.10426,371.118,79.3146,16.7601,7.21602
60,40,500,1024,10,200,40,0.0855106,348.289,74.386,20.7018,7.15398
60,40,500,1024,15,200,40,0.103471,444.5,78.3492,17.9048,7.21166
60,40,500,1024,20,200,40,0.0840104,380.004,71.312,22.5697,7.15883
60,40,500,1024,25,200,40,0.0814409,368.837,73.7418,21.663,7.1336
60,50,100,1024,5,200,40,0.0945694,398.906,74.8715,20.9512,7.19119
60,50,100,1024,10,200,40,0.086048,367.168,69.5282,25.2949,7.17745
60,50,100,1024,15,200,40,0.0773581,437.759,71.6429,22.7307,7.12222
60,50,100,1024,20,200,40,0.0897911,390.155,76.8016,18.5312,7.1585
60,50,100,1024,25,200,40,0.0993384,410.462,75.1402,20.3738,7.21173
60,50,200,1024,5,200,40,0.107211,341.113,78.5542,17.2289,7.2355
60,50,200,1024,10,200,40,0.0966089,352.159,74.1775,20.8566,7.20649
60,50,200,1024,15,200,40,0.0946052,560.477,75.9494,19.2538,7.18406
60,50,200,1024,20,200,40,0.0860028,386.351,73.283,21.9093,7.1585
60,50,200,1024,25,200,40,0.0834146,423.45,75.4373,20.3802,7.12906
60,50,300,1024,5,200,40,0.115141,355.041,76.3718,18.981,7.28592
60,50,300,1024,10,200,40,0.0850278,348.828,71.9537,22.4643,7.16355
60,50,300,1024,15,200,40,0.0935341,418.255,74.1026,21.7949,7.19245
60,50,300,1024,20,200,40,0.0850419,472.108,73.1322,22.2701,7.14569
60,50,300,1024,25,200,40,0.0861845,440.507,74.7664,20.3451,7.14989
60,50,400,1024,5,200,40,0.0985336,368.023,75.4109,18.1416,7.20914
60,50,400,1024,10,200,40,0.0946146,335.692,75.3614,19.9737,7.19259
60,50,400,1024,15,200,40,0.106133,507.327,76.0805,19.1829,7.23871
60,50,400,1024,20,200,40,0.0980433,370.238,74.4575,19.5908,7.21224
60,50,400,1024,25,200,40,0.102226,396.028,75.4397,20.2889,7.21982
60,50,500,1024,5,200,40,0.10426,371.118,79.3146,16.7601,7.21602
60,50,500,1024,10,200,40,0.0855106,348.289,74.386,20.7018,7.15398
60,50,500,1024,15,200,40,0.103471,444.5,78.3492,17.9048,7.21166
60,50,500,1024,20,200,40,0.0840104,380.004,71.312,22.5697,7.15883
60,50,500,1024,25,200,40,0.0814409,368.837,73.7418,21.663,7.1336
80,10,100,1024,5,200,40,0.10623,342.372,82.8449,15.4396,9.44928
80,10,100,1024,10,200,40,0.0891991,349.373,81.5534,15.2913,9.37954
80,10,100,1024,15,200,40,0.0637035,418.139,76.2055,18.1342,9.28086
80,10,100,1024,20,200,40,0.0900894,419.706,80.1287,17.7796,9.38447
80,10,100,1024,25,200,40,0.0921355,228.361,81.3972,15.4631,9.39917
80,10,200,1024,5,200,40,0.101594,169.672,83.5319,13.3146,9.43578
80,10,200,1024,10,200,40,0.0892235,230.397,80.7482,16.6017,9.38871
80,10,200,1024,15,200,40,0.0973958,222.842,83.5832,13.4933,9.41174
80,10,200,1024,20,200,40,0.0761628,238.598,79.633,17.5229,9.33203
80,10,200,1024,25,200,40,0.0925242,242.405,80.781,16.1562,9.40243
80,10,300,1024,5,200,40,0.0984565,185.505,82.6715,12.852,9.42521
80,10,300,1024,10,200,40,0.0948819,487.445,80.0149,15.2125,9.40835
80,10,300,1024,15,200,40,0.0806278,234.245,81.875,16.1607,9.34039
80,10,300,1024,20,200,40,0.0822212,242.602,80.6087,17.1304,9.35601
80,10,300,1024,25,200,40,0.0923435,190.938,79.1388,16.1099,9.41119
80,10,400,1024,5,200,40,0.0965214,174.726,82.9818,13.3818,9.41557
80,10,400,1024,10,200,40,0.100248,234.896,82.2674,15.4797,9.43181
80,10,400,1024,15,200,40,0.0964932,201.516,81.8939,14.6212,9.41004
80,10,400,1024,20,200,40,0.0843087,246.307,81.314,16.2969,9.36469
80,10,400,1024,25,200,40,0.0927765,217.724,79.3519,16.3527,9.41212
80,10,500,1024,5,200,40,0.0969336,180.322,81.3803,14.3781,9.42441
80,10,500,1024,10,200,40,0.0818014,278.245,80.4178,17.6675,9.35366
80,10,500,1024,15,200,40,0.0971388,203.791,82.2123,14.8729,9.41435
80,10,500,1024,20,200,40,0.0740141,218.7,79.3296,17.2253,9.32269
80,10,500,1024,25,200,40,0.0843294,170.429,78.1079,17.5919,9.37945
80,20,100,1024,5,200,40,0.0932772,296.61,74.9655,22.3448,9.42981
80,20,100,1024,10,200,40,0.0903464,344.57,76.4286,20,9.41034
80,20,100,1024,15,200,40,0.0881911,418.586,75.9587,20.2802,9.39806
80,20,100,1024,20,200,40,0.0584668,274.739,68.5167,27.5598,9.28795
80,20,100,1024,25,200,40,0.0858353,322.819,73.7184,19.4224,9.40349
80,20,200,1024,5,200,40,0.0951972,280.865,78.7234,16.0993,9.41884
80,20,200,1024,10,200,40,0.0732951,380.494,75.1044,17.9616,9.33484
80,20,200,1024,15,200,40,0.0974758,290.849,79.5281,16.2387,9.42829
80,20,200,1024,20,200,40,0.0851351,345.223,78.2071,18.6244,9.37914
80,20,200,1024,25,200,40,0.0731614,390.589,73.1057,22.5645,9.33792
80,20,300,1024,5,200,40,0.0930946,283.155,74.5924,20.856,9.43397
80,20,300,1024,10,200,40,0.0898513,479.139,75.2966,20.2373,9.40613
80,20,300,1024,15,200,40,0.0816781,325.78,74.1339,21.709,9.37728
80,20,300,1024,20,200,40,0.0754428,307.355,74.5275,21.1997,9.34484
80,20,300,1024,25,200,40,0.081984,359.333,72.9395,22.3924,9.38665
80,20,400,1024,5,200,40,0.0926278,277.635,77.5035,18.8293,9.41699
80,20,400,1024,10,200,40,0.0691972,385.47,75.5782,21.7391,9.30996
80,20,400,1024,15,200,40,0.0921751,323.877,77.1868,17.6347,9.41396
80,20,400,1024,20,200,40,0.101912,271.571,81.9946,15.328,9.44003
80,20,400,1024,25,200,40,0.0786889,389.71,73.3126,21.1792,9.36625
80,20,500,1024,5,200,40,0.100445,285.408,77.8077,17.1486,9.44812
80,20,500,1024,10,200,40,0.0837346,364.469,75.6489,19.1603,9.38079
80,20,500,1024,15,200,40,0.0926776,326.238,76.945,19.9857,9.41913
80,20,500,1024,20,200,40,0.0914296,315.72,77.939,17.9245,9.40871
80,20,500,1024,25,200,40,0.0722089,337.707,71.8801,22.4473,9.34362
80,30,100,1024,5,200,40,0.104924,465.233,81.007,14.5315,9.45367
80,30,100,1024,10,200,40,0.0932282,349.222,75.6991,19.241,9.42358
80,30,100,1024,15,200,40,0.0870155,289.339,71.8915,24.0741,9.41843
80,30,100,1024,20,200,40,0.09824,319.671,74.1875,21.1875,9.45513
80,30,100,1024,25,200,40,0.0925816,388.239,75.2159,21.196,9.42247
80,30,200,1024,5,200,40,0.102156,425.942,78.1231,17.1535,9.45206
80,30,200,1024,10,200,40,0.0908904,389.058,73.1865,21.4378,9.4266
80,30,200,1024,15,200,40,0.105051,340.114,74.9552,20.0239,9.48638
80,30,200,1024,20,200,40,0.0893976,359.399,73.2641,22.2583,9.42347
80,30,200,1024,25,200,40,0.0997638,375.349,76.1392,19.557,9.45616
80,30,300,1024,5,200,40,0.0974136,469.876,76.8078,17.1336,9.44009
80,30,300,1024,10,200,40,0.102087,419.126,76.5754,18.4596,9.45425
80,30,300,1024,15,200,40,0.0866099,368.142,71.7317,22.9295,9.41141
80,30,300,1024,20,200,40,0.0881327,341.063,72.8947,23.3553,9.41799
80,30,300,1024,25,200,40,0.0917939,402.463,74.4032,22.0822,9.42761
80,30,400,1024,5,200,40,0.100884,466.602,79.921,15.5365,9.43962
80,30,400,1024,10,200,40,0.0977431,385.063,76.5522,19.749,9.43699
80,30,400,1024,15,200,40,0.0870447,453.944,68.7701,25.6278,9.43016
80,30,400,1024,20,200,40,0.10175,340.267,75.3659,20.7317,9.46752
80,30,400,1024,25,200,40,0.095456,377.834,76.3806,18.4963,9.43014
80,30,500,1024,5,200,40,0.0864009,460.372,75.2119,19.0678,9.39554
80,30,500,1024,10,200,40,0.0892047,378.183,72.861,21.1898,9.41947
80,30,500,1024,15,200,40,0.0879228,341.931,72.8195,22.3124,9.41468
80,30,500,1024,20,200,40,0.0946645,350.375,75.547,20.8494,9.43362
80,30,500,1024,25,200,40,0.0937694,387.522,75.572,19.7847,9.4281
80,40,100,1024,5,200,40,0.0944913,438.787,72.5576,22.3398,9.44566
80,40,100,1024,10,200,40,0.083312,479.604,69.5073,23.6352,9.40508
80,40,100,1024,15,200,40,0.0937581,429.136,72.0916,22.3026,9.44936
80,40,100,1024,20,200,40,0.0924809,417.327,74.9677,20.4398,9.42455
80,40,100,1024,25,200,40,0.0920009,425.047,72.9611,20.9536,9.4325
80,40,200,1024,5,200,40,0.0912075,502.23,76.5193,18.3011,9.40516
80,40,200,1024,10,200,40,0.0897854,420.433,71.8159,23.3291,9.43221
80,40,200,1024,15,200,40,0.0963614,434.617,72.0217,22.4428,9.4592
80,40,200,1024,20,200,40,0.0850278,437.012,70.8795,24.886,9.4114
80,40,200,1024,25,200,40,0.0816744,598.398,70.3654,22.3951,9.39335
80,40,300,1024,5,200,40,0.0935031,473.43,73.817,20.9464,9.43571
80,40,300,1024,10,200,40,0.0888471,462.284,72.1535,22.8367,9.42065
80,40,300,1024,15,200,40,0.0841016,503.337,70.5051,24.9158,9.40422
80,40,300,1024,20,200,40,0.0970231,560.34,71.5619,23.7088,9.45226
80,40,300,1024,25,200,40,0.0858908,486.882,75.3147,19.7902,9.38735
80,40,400,1024,5,200,40,0.100617,489.669,76.2315,19.2734,9.45308
80,40,400,1024,10,200,40,0.0871962,458.223,72.6371,21.8771,9.40884
80,40,400,1024,15,200,40,0.0925675,491.736,73.0916,21.5649,9.43387
80,40,400,1024,20,200,40,0.0931934,430.503,74.8843,20.423,9.42163
80,40,400,1024,25,200,40,0.0831727,471.444,72.0899,23.145,9.39039
80,40,500,1024,5,200,40,0.0893176,448.045,73.7226,20.8361,9.41062
80,40,500,1024,10,200,40,0.0974711,439.089,71.4704,21.7926,9.46994
80,40,500,1024,15,200,40,0.0978024,433.921,75.0765,20.2694,9.45172
80,40,500,1024,20,200,40,0.0813929,467.451,71.5273,24.3262,9.38803
80,40,500,1024,25,200,40,0.0931049,526.924,77.1918,18.6986,9.41203
80,50,100,1024,5,200,40,0.0944913,438.787,72.5576,22.3398,9.44566
80,50,100,1024,10,200,40,0.083312,479.604,69.5073,23.6352,9.40508
80,50,100,1024,15,200,40,0.0937581,429.136,72.0916,22.3026,9.44936
80,50,100,1024,20,200,40,0.0924809,417.327,74.9677,20.4398,9.42455
80,50,100,1024,25,200,40,0.0920009,425.047,72.9611,20.9536,9.4325
80,50,200,1024,5,200,40,0.0912075,502.23,76.5193,18.3011,9.40516
80,50,200,1024,10,200,40,0.0897854,420.433,71.8159,23.3291,9.43221
80,50,200,1024,15,200,40,0.0963614,434.617,72.0217,22.4428,9.4592
80,50,200,1024,20,200,40,0.0850278,437.012,70.8795,24.886,9.4114
80,50,200,1024,25,200,40,0.0816744,598.398,70.3654,22.3951,9.39335
80,50,300,1024,5,200,40,0.0935031,473.43,73.817,20.9464,9.43571
80,50,300,1024,10,200,40,0.0888471,462.284,72.1535,22.8367,9.42065
80,50,300,1024,15,200,40,0.0841016,503.337,70.5051,24.9158,9.40422
80,50,300,1024,20,200,40,0.0970231,560.34,71.5619,23.7088,9.45226
80,50,300,1024,25,200,40,0.0858908,486.882,75.3147,19.7902,9.38735
80,50,400,1024,5,200,40,0.100617,489.669,76.2315,19.2734,9.45308
80,50,400,1024,10,200,40,0.0871962,458.223,72.6371,21.8771,9.40884
80,50,400,1024,15,200,40,0.0925675,491.736,73.0916,21.5649,9.43387
80,50,400,1024,20,200,40,0.0931934,430.503,74.8843,20.423,9.42163
80,50,400,1024,25,200,40,0.0831727,471.444,72.0899,23.145,9.39039
80,50,500,1024,5,200,40,0.0893176,448.045,73.7226,20.8361,9.41062
80,50,500,1024,10,200,40,0.0974711,439.089,71.4704,21.7926,9.46994
80,50,500,1024,15,200,40,0.0978024,433.921,75.0765,20.2694,9.45172
80,50,500,1024,20,200,40,0.0813929,467.451,71.5273,24.3262,9.38803
80,50,500,1024,25,200,40,0.0931049,526.924,77.1918,18.6986,9.41203
100,10,100,1024,5,200,40,0.109292,315.397,84.6414,12.1786,11.7061
100,10,100,1024,10,200,40,0.103527,279.821,85.2985,11.4179,11.6774
100,10,100,1024,15,200,40,0.117384,308.594,84.6352,11.7495,11.7419
100,10,100,1024,20,200,40,0.0920395,254.247,80.2985,16.2687,11.6468
100,10,100,1024,25,200,40,0.0933638,277.81,83.1487,13.8449,11.6422
100,10,200,1024,5,200,40,0.0988188,244.467,84.7682,12.2884,11.6604
100,10,200,1024,10,200,40,0.0951567,236.539,83.016,12.9474,11.6501
100,10,200,1024,15,200,40,0.0954871,471.162,81.7557,13.2824,11.6482
100,10,200,1024,20,200,40,0.100708,529.929,80.1465,17.3626,11.6722
100,10,200,1024,25,200,40,0.0913544,259.213,80.4934,15.5744,11.6408
100,10,300,1024,5,200,40,0.110722,261.03,87.8351,9.62199,11.6979
100,10,300,1024,10,200,40,0.103253,258.28,82.8881,14.5848,11.685
100,10,300,1024,15,200,40,0.100124,420.212,87.4898,10.3168,11.6497
100,10,300,1024,20,200,40,0.0965553,477.823,78.1203,18.797,11.663
100,10,300,1024,25,200,40,0.0937167,332.062,83.4783,13.9921,11.6396
100,10,400,1024,5,200,40,0.10975,269.683,85.8887,11.8046,11.702
100,10,400,1024,10,200,40,0.0989732,238,82.5581,12.936,11.6689
100,10,400,1024,15,200,40,0.104896,314.624,84.0403,11.0712,11.6875
100,10,400,1024,20,200,40,0.0993271,440.975,80.3506,16.1432,11.6679
100,10,400,1024,25,200,40,0.0771991,324.922,78.9522,18.75,11.5799
100,10,500,1024,5,200,40,0.109927,302.797,85.3205,12.0606,11.7035
100,10,500,1024,10,200,40,0.0989732,238.07,82.5581,12.936,11.6689
100,10,500,1024,15,200,40,0.0950155,363.669,83.694,13.2921,11.645
100,10,500,1024,20,200,40,0.102227,444.547,79.1292,16.5169,11.6875
100,10,500,1024,25,200,40,0.0908668,365.683,80.8907,15.3846,11.6316
100,20,100,1024,5,200,40,0.0970682,294.697,76.6892,19.7297,11.6836
100,20,100,1024,10,200,40,0.0909816,272.745,75.693,21.2509,11.6604
100,20,100,1024,15,200,40,0.0924188,268.846,76.2074,20.5256,11.6621
100,20,100,1024,20,200,40,0.0801496,362.43,72.4112,23.1293,11.6213
100,20,100,1024,25,200,40,0.0813506,390.727,75.415,19.5257,11.6104
100,20,200,1024,5,200,40,0.0904979,234.452,78.1294,18.6357,11.653
100,20,200,1024,10,200,40,0.102222,301.778,80.7641,14.8794,11.687
100,20,200,1024,15,200,40,0.0692273,302.591,72.7667,22.7233,11.5677
100,20,200,1024,20,200,40,0.0831379,309.694,74.1862,22.2559,11.6301
100,20,200,1024,25,200,40,0.0880791,322.335,77.5152,19.1311,11.6344
100,20,300,1024,5,200,40,0.0998541,302.699,78.4667,16.8,11.6912
100,20,300,1024,10,200,40,0.0883049,291.318,76.8444,18.2615,11.6422
100,20,300,1024,15,200,40,0.0910221,221.61,75.8431,20.1652,11.662
100,20,300,1024,20,200,40,0.0927727,249.311,76.703,19.2098,11.6712
100,20,300,1024,25,200,40,0.0834532,338.093,76.3178,19.9389,11.6219
100,20,400,1024,5,200,40,0.101699,296.057,78.8097,17.9202,11.6996
100,20,400,1024,10,200,40,0.0963925,250.018,79.2277,18.0426,11.6724
100,20,400,1024,15,200,40,0.0837289,267.751,73.8679,22.1975,11.6331
100,20,400,1024,20,200,40,0.0847906,248.95,75.8112,19.469,11.6327
100,20,400,1024,25,200,40,0.0585176,408.294,69.5695,23.6791,11.525
100,20,500,1024,5,200,40,0.0993929,335.85,79.5562,17.2831,11.6851
100,20,500,1024,10,200,40,0.0848696,260.907,74.2733,22.6017,11.6376
100,20,500,1024,15,200,40,0.0936772,302.852,78.0127,18.3228,11.6604
100,20,500,1024,20,200,40,0.0875341,336.519,77.1516,19.345,11.6338
100,20,500,1024,25,200,40,0.0793609,294.675,75.543,21.3998,11.6033
100,30,100,1024,5,200,40,0.0906569,340.798,73.7475,20.4409,11.6676
100,30,100,1024,10,200,40,0.0950993,468.706,71.5269,22.7785,11.6911
100,30,100,1024,15,200,40,0.0876376,361.619,72.6614,20.9486,11.6591
100,30,100,1024,20,200,40,0.0986522,405.67,74.5326,19.8582,11.6992
100,30,100,1024,25,200,40,0.0923473,509.926,77.5194,18.5342,11.6498
100,30,200,1024,5,200,40,0.0859134,427.692,69.9333,24.6,11.6625
100,30,200,1024,10,200,40,0.0873355,392.195,74.5223,20.736,11.6417
100,30,200,1024,15,200,40,0.090944,348.22,74.4993,21.4286,11.6665
100,30,200,1024,20,200,40,0.0768141,346.593,71.1665,23.8445,11.6117
100,30,200,1024,25,200,40,0.0788282,445.068,72.5995,22.0141,11.6077
100,30,300,1024,5,200,40,0.0912433,406.39,71.6825,23.0476,11.6799
100,30,300,1024,10,200,40,0.0815962,375.533,71.78,23.0101,11.6291
100,30,300,1024,15,200,40,0.0962287,351.871,75.6774,19.6129,11.6849
100,30,300,1024,20,200,40,0.0831718,331.304,71.4983,24.0418,11.6418
100,30,300,1024,25,200,40,0.0980781,362.072,75.8178,18.8582,11.6899
100,30,400,1024,5,200,40,0.111993,389.657,76.8571,17.4286,11.7533
100,30,400,1024,10,200,40,0.0698833,381.926,68.3153,27.5889,11.5913
100,30,400,1024,15,200,40,0.0894569,341.034,71.1526,23.8249,11.6783
100,30,400,1024,20,200,40,0.0860508,472.981,71.0835,24.7067,11.6496
100,30,400,1024,25,200,40,0.0815162,423.409,70.8127,21.6254,11.6358
100,30,500,1024,5,200,40,0.0977788,458.696,75.6254,20.2694,11.6837
100,30,500,1024,10,200,40,0.0893986,364.055,74.2434,19.7041,11.6554
100,30,500,1024,15,200,40,0.0961939,351.793,73.4872,22.2084,11.6977
100,30,500,1024,20,200,40,0.0675191,435.022,65.5449,28.5256,11.5837
100,30,500,1024,25,200,40,0.0979642,387.452,75.0159,18.3259,11.6957
100,40,100,1024,5,200,40,0.101737,438.428,74.3114,21.3772,11.7153
100,40,100,1024,10,200,40,0.0945299,416.028,76.9917,18.993,11.6707
100,40,100,1024,15,200,40,0.0806814,474.099,70.7502,23.331,11.6292
100,40,100,1024,20,200,40,0.0742974,492.263,67.8521,25.7468,11.6121
100,40,100,1024,25,200,40,0.0844038,612.632,71.2925,20.3401,11.6421
100,40,200,1024,5,200,40,0.0941252,456.418,73.711,20.6238,11.6785
100,40,200,1024,10,200,40,0.0843624,426.407,70.1065,25.233,11.6496
100,40,200,1024,15,200,40,0.0972207,371.345,75.4823,19.9751,11.685
100,40,200,1024,20,200,40,0.0803849,468.072,70.9155,21.9014,11.6256
100,40,200,1024,25,200,40,0.09504,548.672,74.5918,18.2234,11.6734
100,40,300,1024,5,200,40,0.0925308,461.69,71.8239,22.6415,11.6831
100,40,300,1024,10,200,40,0.0945195,488.423,74.9347,20.6266,11.6729
100,40,300,1024,15,200,40,0.104667,421.129,78.8991,15.9633,11.7019
100,40,300,1024,20,200,40,0.0809553,450.994,68.8623,26.1477,11.6464
100,40,300,1024,25,200,40,0.0911915,547.449,72.445,22.7038,11.6647
100,40,400,1024,5,200,40,0.0976376,445.509,75.7895,19.257,11.6912
100,40,400,1024,10,200,40,0.0885412,460.411,72.8232,21.7018,11.657
100,40,400,1024,15,200,40,0.0894325,446.656,75.7453,20.5962,11.6457
100,40,400,1024,20,200,40,0.0835511,448.09,72.3994,23.1623,11.6389
100,40,400,1024,25,200,40,0.0849835,562.336,70.7057,21.8375,11.6473
100,40,500,1024,5,200,40,0.0991068,446.904,76.0346,18.777,11.6947
100,40,500,1024,10,200,40,0.0913864,462.804,72.6323,22.273,11.669
100,40,500,1024,15,200,40,0.0884809,433.817,74.7495,20.3073,11.6507
100,40,500,1024,20,200,40,0.0780847,438.949,69.7642,23.5784,11.6243
100,40,500,1024,25,200,40,0.108875,492.8,77.4401,17.4752,11.7262
100,50,100,1024,5,200,40,0.0905468,544.019,72.5124,22.2015,11.6702
100,50,100,1024,10,200,40,0.0961412,535.1,74.2034,20.4657,11.6876
100,50,100,1024,15,200,40,0.0997967,525.265,71.0511,22.9753,11.7212
100,50,100,1024,20,200,40,0.0860075,571.379,72.023,22.0871,11.6493
100,50,100,1024,25,200,40,0.0972395,560.56,72.9017,21.6427,11.6988
100,50,200,1024,5,200,40,0.0953675,499.263,74.0719,20,11.6866
100,50,200,1024,10,200,40,0.0869995,504.293,69.7833,22.9102,11.6655
100,50,200,1024,15,200,40,0.0977656,535.711,75.9586,18.6245,11.6834
100,50,200,1024,20,200,40,0.0905289,607.782,73.2698,20.8254,11.6646
100,50,200,1024,25,200,40,0.0920424,622.036,73.7484,19.7047,11.6628
100,50,300,1024,5,200,40,0.100632,526.578,73.2329,19.9884,11.7143
100,50,300,1024,10,200,40,0.100585,425.943,75.1736,20.4282,11.7057
100,50,300,1024,15,200,40,0.0895614,574.691,72.0505,21.5773,11.6653
100,50,300,1024,20,200,40,0.0914739,631.709,74.0741,20.7927,11.6607
100,50,300,1024,25,200,40,0.0790334,740.489,70.5499,23.0825,11.6101
100,50,400,1024,5,200,40,0.0796753,588.187,71.5268,22.5585,11.6215
100,50,400,1024,10,200,40,0.0873468,512.16,68.8107,26.0922,11.6775
100,50,400,1024,15,200,40,0.107889,491.067,76.081,18.7192,11.7342
100,50,400,1024,20,200,40,0.0905374,635.985,73.6093,21.5395,11.6613
100,50,400,1024,25,200,40,0.107081,602.241,74.9423,19.515,11.728
100,50,500,1024,5,200,40,0.0898701,568.213,73.6264,20.5559,11.658
100,50,500,1024,10,200,40,0.0939294,539.675,72.1612,22.5885,11.6844
100,50,500,1024,15,200,40,0.0965129,546.122,73.8312,22.1008,11.69
100,50,500,1024,20,200,40,0.104059,598.782,73.5429,20.4,11.7292
100,50,500,1024,25,200,40,0.107925,572.363,75.2247,18.5955,11.7331
